,ANO,REGIAO,UF,MUNICIPIO,AREA,DEPENDENCIA_ADM,LOCALIZACAO,NOTA_LP,NOTA_MT,SEXO,RACA_COR,MES_NASC,ANO_NASC,COMPUTADOR,ESC_MAE,ESC_PAI,USO_TEMPO_TELAS,AFAZERES_DOM,TRABALHO,PERSPECTIVAS
1884,2017,Nordeste,PI,2202059,Interior,Municipal,Rural,203.187145,232.58315299999998,Feminino,Parda,Abril,2003,Não tem,"Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,Mais de 3 horas,Sim,Continuar estudando e trabalhar
1885,2017,Nordeste,BA,2919801,Interior,Municipal,Rural,226.158653,229.32021400000002,Masculino,Parda,Janeiro,2000,Não tem,Não completou o 5.º ano do Ensino Fundamental,Não sei,Menos de 1 hora,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
1886,2017,Nordeste,AL,2705101,Interior,Municipal,Urbana,216.03579900000003,216.632488,Feminino,Preta,Dezembro,2002,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
1887,2017,Nordeste,MA,2110005,Interior,Municipal,Rural,172.402021,255.105246,Masculino,Branca,Julho,2002,Não tem,Nunca estudou,Não completou a 4.ª série/5.º ano do Ensino Fundametal,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Menos de 1 hora,Não,Ainda não sei
1890,2017,Nordeste,PE,2610509,Interior,Municipal,Urbana,263.309099,293.251592,Masculino,Parda,Setembro,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
1891,2017,Sudeste,MG,3134400,Interior,Estadual,Urbana,212.283225,265.52447,Feminino,Parda,Fevereiro,2003,"Sim, um","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Continuar estudando e trabalhar
1892,2017,Nordeste,BA,2927408,Capital,Estadual,Urbana,250.16674300000003,176.029842,Masculino,Preta,Julho,2000,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Continuar estudando e trabalhar
1893,2017,Sudeste,MG,3147501,Interior,Estadual,Urbana,261.818108,280.440958,Feminino,Preta,Junho,2003,Não tem,Não sei,Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Somente continuar estudando
1894,2017,Sul,PR,4111407,Interior,Estadual,Rural,204.370881,241.94103700000002,Masculino,Branca,Setembro,2002,Não tem,Não completou o 5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Menos de 1 hora,Mais de 3 horas,Não,Continuar estudando e trabalhar
1895,2017,Nordeste,BA,2906501,Interior,Municipal,Urbana,219.22372099999998,225.04176800000002,Masculino,Amarela,Janeiro,2002,Não tem,Não sei,Não sei,Mais de 3 horas,Não faço trabalhos domésticos,Não,Somente continuar estudando
1896,2017,Nordeste,MA,2105005,Interior,Municipal,Rural,199.580568,163.383644,Masculino,Não quero declarar,Dezembro,2002,Não tem,Não sei,Completou a Faculdade,"Mais de 2 horas, até 3 horas",Não faço trabalhos domésticos,Não,Somente continuar estudando
1897,2017,Sudeste,SP,3502804,Interior,Estadual,Urbana,281.537069,288.309871,Masculino,Parda,Julho,2003,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Entre 1 e 2 horas,Não,Ainda não sei
1898,2017,Norte,AM,1302603,Capital,Estadual,Urbana,281.925753,230.23243300000001,Feminino,Parda,Abril,2003,"Sim, três",Não sei,"Completou o Ensino Médio, mas não completou a Faculdade",Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
1899,2017,Sudeste,MG,3133808,Interior,Estadual,Urbana,312.844313,263.173415,Feminino,Parda,Setembro,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Completou a Faculdade,"Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Continuar estudando e trabalhar
1900,2017,Sudeste,SP,3524402,Interior,Estadual,Urbana,284.284134,240.00023199999998,Feminino,Branca,Fevereiro,2003,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade",Completou a Faculdade,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
1903,2017,Sudeste,RJ,3304557,Capital,Municipal,Urbana,326.590713,288.464358,Feminino,Parda,Abril,2002,"Sim, um",Não sei,Não completou a 4.ª série/5.º ano do Ensino Fundametal,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
1904,2017,Nordeste,CE,2303204,Interior,Municipal,Urbana,232.396489,238.1749,Masculino,Branca,Fevereiro,2003,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não sei,Mais de 3 horas,Não faço trabalhos domésticos,Não,Somente continuar estudando
1906,2017,Sudeste,SP,3530706,Interior,Estadual,Urbana,269.409698,289.55342,Masculino,Branca,Março,2002,"Sim, um",Não sei,Não sei,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
1907,2017,Sudeste,ES,3204559,Interior,Estadual,Rural,275.98746,312.207586,Masculino,Branca,Março,2003,"Sim, um","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Entre 1 e 2 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
1908,2017,Sul,SC,4204608,Interior,Municipal,Urbana,271.65706600000004,261.234734,Feminino,Branca,Julho,2002,"Sim, um","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Não faço trabalhos domésticos,Não,Somente continuar estudando
1910,2017,Nordeste,PE,2615805,Interior,Municipal,Rural,223.17121600000002,221.06525299999998,Feminino,Indígena,Maio,2002,Não tem,Não sei,Não sei,Menos de 1 hora,Entre 1 e 2 horas,Não,Somente continuar estudando
1911,2017,Nordeste,MA,2111201,Interior,Municipal,Rural,246.016615,233.374644,Masculino,Parda,Maio,2001,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Menos de 1 hora,Entre 1 e 2 horas,Não,Somente continuar estudando
1912,2017,Sudeste,SP,3545209,Interior,Estadual,Urbana,178.118233,265.742617,Masculino,Preta,Março,2002,"Sim, um",Não completou o 5.º ano do Ensino Fundamental,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Menos de 1 hora,Mais de 3 horas,Sim,Continuar estudando e trabalhar
1913,2017,Sudeste,MG,3139409,Interior,Municipal,Urbana,256.128286,262.628129,Feminino,Parda,Dezembro,2002,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
1915,2017,Nordeste,CE,2307700,Interior,Municipal,Urbana,216.74523599999998,254.532852,Masculino,Parda,Novembro,2001,Não tem,Completou a Faculdade,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Mais de 2 horas, até 3 horas",Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
1916,2017,Nordeste,PE,2609600,Interior,Estadual,Urbana,259.06636000000003,290.07305099999996,Masculino,Parda,Maio,2001,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Menos de 1 hora,Sim,Continuar estudando e trabalhar
1917,2017,Sul,RS,4322400,Interior,Municipal,Urbana,230.78374100000002,258.785085,Masculino,Preta,Agosto,2001,Não tem,"Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Não faço trabalhos domésticos,Não,Ainda não sei
1920,2017,Sudeste,SP,3546801,Interior,Estadual,Urbana,189.62481200000002,225.90318100000002,Masculino,Parda,Janeiro,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Mais de 3 horas,Não,Continuar estudando e trabalhar
1921,2017,Nordeste,CE,2306405,Interior,Municipal,Rural,301.369963,258.75579700000003,Feminino,Parda,Junho,2000,Não tem,Não sei,Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
1922,2017,Centro-Oeste,MT,5106372,Interior,Estadual,Urbana,266.064759,236.667429,Feminino,Parda,Novembro,2002,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
1924,2017,Nordeste,PE,2604205,Interior,Municipal,Urbana,234.33318599999998,189.166775,Feminino,Branca,Setembro,2000,Não tem,"Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
1925,2017,Nordeste,BA,2913606,Interior,Estadual,Urbana,274.772981,288.19741600000003,Feminino,Parda,Julho,2000,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
1926,2017,Sudeste,MG,3168705,Interior,Estadual,Urbana,258.585174,264.871927,Feminino,Amarela,Abril,2003,"Sim, um",Não sei,Não sei,Mais de 3 horas,Menos de 1 hora,Não,Somente continuar estudando
1927,2017,Nordeste,SE,2805505,Interior,Municipal,Rural,206.206592,236.89194799999999,Masculino,Não quero declarar,Julho,2002,Não tem,Não sei,Não sei,Mais de 3 horas,Não faço trabalhos domésticos,Não,Ainda não sei
1928,2017,Nordeste,BA,2930105,Interior,Municipal,Urbana,247.846982,253.099717,Masculino,Parda,Outubro,2003,"Sim, dois",Completou a Faculdade,"Completou o Ensino Médio, mas não completou a Faculdade",Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
1929,2017,Nordeste,BA,2931350,Interior,Municipal,Urbana,240.18630499999998,245.32637999999997,Feminino,Parda,Agosto,2001,"Sim, um",Não completou o 5.º ano do Ensino Fundamental,"Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
1930,2017,Nordeste,CE,2304400,Capital,Municipal,Urbana,220.127968,157.61332,Feminino,Parda,Março,2002,"Sim, um",Não completou o 5.º ano do Ensino Fundamental,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
1931,2017,Centro-Oeste,MS,5008008,Interior,Estadual,Urbana,338.021429,310.01398,Feminino,Parda,Abril,2001,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não sei,Entre 1 e 2 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
1932,2017,Nordeste,PB,2504009,Interior,Estadual,Urbana,253.05628,226.63089900000003,Masculino,Branca,Maio,1998 ou antes,"Sim, um",Não sei,Não sei,Mais de 3 horas,Menos de 1 hora,Não,Somente continuar estudando
1933,2017,Nordeste,CE,2313807,Interior,Municipal,Urbana,286.36187,243.0339,Feminino,Indígena,Abril,2003,Não tem,Não sei,"Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
1934,2017,Nordeste,MA,2106755,Interior,Municipal,Urbana,288.330687,222.057118,Feminino,Branca,Novembro,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Ainda não sei
1935,2017,Nordeste,PE,2601706,Interior,Municipal,Rural,273.20304100000004,228.806396,Feminino,Parda,Julho,2002,Não tem,Não completou o 5.º ano do Ensino Fundamental,Não sei,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Entre 1 e 2 horas,Não,Somente continuar estudando
1936,2017,Sudeste,SP,3550308,Capital,Estadual,Urbana,296.721571,290.132967,Masculino,Parda,Janeiro,2003,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
1937,2017,Norte,RO,1100015,Interior,Estadual,Urbana,294.75876,221.95008399999998,Feminino,Parda,Outubro,2002,"Sim, um",Não sei,Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
1938,2017,Sul,SC,4204608,Interior,Estadual,Urbana,279.989772,289.809239,Feminino,Branca,Dezembro,2002,"Sim, um","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
1939,2017,Sudeste,SP,3525003,Interior,Estadual,Urbana,239.790073,214.531887,Feminino,Preta,Junho,2002,"Sim, um",Completou a Faculdade,Não sei,Mais de 3 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
1941,2017,Sudeste,RJ,3304557,Capital,Municipal,Urbana,327.815218,234.07447200000001,Feminino,Preta,Novembro,2002,"Sim, um",Completou a Faculdade,Completou a Faculdade,Mais de 3 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
1942,2017,Sudeste,MG,3168002,Interior,Estadual,Urbana,230.698181,311.62787099999997,Masculino,Parda,Maio,2003,"Sim, um",Não sei,Não sei,"Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Somente continuar estudando
1943,2017,Nordeste,PE,2611606,Capital,Estadual,Urbana,238.689033,193.544485,Masculino,Não quero declarar,Agosto,2001,Não tem,"Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Completou a Faculdade,Mais de 3 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
1944,2017,Norte,TO,1720002,Interior,Estadual,Urbana,249.29307200000002,222.755716,Feminino,Parda,Agosto,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
1945,2017,Sudeste,MG,3106200,Capital,Estadual,Urbana,300.579814,289.658945,Feminino,Parda,Agosto,2002,"Sim, um","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
1946,2017,Norte,AM,1303569,Interior,Municipal,Urbana,297.021279,300.56527,Feminino,Parda,Janeiro,2002,"Sim, um","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não sei,Entre 1 e 2 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
1947,2017,Nordeste,PI,2205508,Interior,Municipal,Urbana,220.0699,200.856767,Feminino,Parda,Fevereiro,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,Menos de 1 hora,Não,Somente continuar estudando
1948,2017,Nordeste,BA,2932804,Interior,Municipal,Urbana,255.14393199999998,207.016101,Masculino,Não quero declarar,Agosto,2002,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
1949,2017,Sudeste,MG,3133808,Interior,Estadual,Urbana,266.721417,297.647691,Feminino,Parda,Fevereiro,2002,"Sim, um",Completou a Faculdade,"Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
1950,2017,Sudeste,MG,3129400,Interior,Estadual,Urbana,252.046639,290.384036,Masculino,Branca,Fevereiro,2003,Não tem,Não completou o 5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Mais de 3 horas,Não,Somente continuar estudando
1951,2017,Sudeste,RJ,3302270,Interior,Municipal,Urbana,188.31414099999998,233.997564,Masculino,Preta,Janeiro,2001,"Sim, dois","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
1952,2017,Sudeste,SP,3523909,Interior,Estadual,Urbana,289.377461,237.86262999999997,Feminino,Branca,Agosto,2002,Não tem,"Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
1953,2017,Sudeste,RJ,3306206,Interior,Municipal,Urbana,248.699552,235.297619,Masculino,Não quero declarar,Abril,2005 ou depois,"Sim, um",Não sei,Não sei,Menos de 1 hora,Menos de 1 hora,Sim,Continuar estudando e trabalhar
1954,2017,Nordeste,PE,2606002,Interior,Municipal,Urbana,310.194818,290.56367400000005,Masculino,Parda,Abril,2002,Não tem,Nunca estudou,Não completou a 4.ª série/5.º ano do Ensino Fundametal,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Somente continuar estudando
1955,2017,Sudeste,SP,3515509,Interior,Estadual,Urbana,350.074094,314.543047,Masculino,Branca,Fevereiro,2003,"Sim, dois",Não sei,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Não faço trabalhos domésticos,Não,Somente continuar estudando
1957,2017,Sul,PR,4116059,Interior,Estadual,Rural,148.491005,278.49489900000003,Masculino,Não quero declarar,Agosto,2002,"Sim, três","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade",Menos de 1 hora,Mais de 3 horas,Não,Continuar estudando e trabalhar
1958,2017,Sul,PR,4119152,Interior,Estadual,Urbana,223.199754,242.02046,Masculino,Parda,Novembro,2001,Não tem,Não completou o 5.º ano do Ensino Fundamental,"Completou o Ensino Médio, mas não completou a Faculdade",Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
1959,2017,Nordeste,PB,2513406,Interior,Estadual,Urbana,308.649449,357.962723,Feminino,Parda,Março,2003,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
1960,2017,Nordeste,CE,2309805,Interior,Municipal,Urbana,287.340549,311.86591699999997,Masculino,Branca,Janeiro,2003,Não tem,Não sei,Não sei,Entre 1 e 2 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
1961,2017,Sudeste,MG,3106200,Capital,Municipal,Urbana,187.808053,227.95890099999997,Feminino,Parda,Janeiro,2003,Não tem,Não sei,Não sei,Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Somente continuar estudando
1962,2017,Sul,PR,4107652,Interior,Estadual,Urbana,289.553098,295.302617,Masculino,Parda,Março,2001,"Sim, um","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não sei,Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
1963,2017,Nordeste,PE,2605400,Interior,Municipal,Urbana,277.35091,299.855438,Masculino,Não quero declarar,Abril,2002,"Sim, dois","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
1964,2017,Sudeste,SP,3539806,Interior,Estadual,Urbana,339.790587,358.302828,Masculino,Branca,Abril,2003,"Sim, um","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
1965,2017,Nordeste,MA,2101970,Interior,Municipal,Urbana,334.158117,320.777892,Feminino,Parda,Outubro,2002,Não tem,"Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Menos de 1 hora,Menos de 1 hora,Não,Somente continuar estudando
1966,2017,Sul,RS,4312955,Interior,Estadual,Urbana,249.80031699999998,272.293422,Masculino,Branca,Outubro,2001,"Sim, um",Não sei,Não sei,Mais de 3 horas,Mais de 3 horas,Não,Continuar estudando e trabalhar
1967,2017,Norte,PA,1504802,Interior,Municipal,Rural,196.534346,208.904759,Masculino,Parda,Agosto,1999,Não tem,Não completou o 5.º ano do Ensino Fundamental,Não sei,Entre 1 e 2 horas,Não faço trabalhos domésticos,Não,Ainda não sei
1968,2017,Nordeste,RN,2408300,Interior,Estadual,Urbana,235.80831099999997,200.04660800000002,Feminino,Parda,Outubro,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
1969,2017,Nordeste,MA,2100055,Interior,Municipal,Urbana,229.01926600000002,225.336433,Feminino,Branca,Março,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
1970,2017,Sul,RS,4316808,Interior,Municipal,Urbana,236.148788,290.06874700000003,Masculino,Parda,Outubro,2000,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Entre 1 e 2 horas,"Mais de 2 horas, até 3 horas",Sim,Continuar estudando e trabalhar
1971,2017,Norte,AP,1600303,Capital,Estadual,Rural,228.338422,188.216829,Feminino,Parda,Outubro,2001,Não tem,"Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não sei,Menos de 1 hora,Entre 1 e 2 horas,Não,Ainda não sei
1972,2017,Nordeste,BA,2927408,Capital,Estadual,Urbana,144.789448,141.687863,Feminino,Amarela,Março,2003,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou o Ensino Médio, mas não completou a Faculdade","Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Mais de 3 horas,Não,Continuar estudando e trabalhar
1973,2017,Centro-Oeste,GO,5208707,Capital,Estadual,Urbana,320.97862799999996,309.832498,Masculino,Parda,Julho,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Completou a Faculdade,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
1974,2017,Sudeste,RJ,3304557,Capital,Municipal,Urbana,226.613614,179.984615,Feminino,Branca,Abril,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
1975,2017,Nordeste,BA,2931004,Interior,Municipal,Urbana,279.55227599999995,302.394794,Feminino,Parda,Julho,2003,"Sim, um","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
1976,2017,Sudeste,SP,3550308,Capital,Estadual,Urbana,230.368227,257.760969,Masculino,Branca,Setembro,2000,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
1977,2017,Nordeste,CE,2302503,Interior,Municipal,Urbana,317.097851,342.28621,Masculino,Preta,Janeiro,2003,"Sim, um",Não sei,Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Somente continuar estudando
1978,2017,Nordeste,CE,2304400,Capital,Municipal,Urbana,307.39684700000004,312.956711,Feminino,Amarela,Maio,2003,Não tem,"Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
1979,2017,Sudeste,SP,3510203,Interior,Estadual,Urbana,281.65921099999997,264.89115400000003,Feminino,Branca,Outubro,2003,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
1980,2017,Nordeste,PI,2201507,Interior,Municipal,Rural,182.794006,231.839617,Masculino,Parda,Abril,2000,Não tem,Não sei,Não sei,Menos de 1 hora,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
1981,2017,Centro-Oeste,MT,5105101,Interior,Estadual,Urbana,360.742207,320.108526,Feminino,Branca,Março,2003,"Sim, dois",Não sei,"Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Somente continuar estudando
1982,2017,Nordeste,PE,2612406,Interior,Estadual,Urbana,197.93658200000002,190.974109,Feminino,Parda,Setembro,2001,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
1983,2017,Nordeste,PE,2606002,Interior,Municipal,Urbana,298.050093,244.843358,Masculino,Preta,Janeiro,2001,Não tem,Não sei,Não sei,Mais de 3 horas,Menos de 1 hora,Sim,Continuar estudando e trabalhar
1984,2017,Nordeste,PE,2613008,Interior,Municipal,Rural,182.410336,159.985446,Masculino,Parda,Agosto,2000,Não tem,Não sei,Não sei,Mais de 3 horas,Não faço trabalhos domésticos,Não,Ainda não sei
1985,2017,Nordeste,BA,2927408,Capital,Estadual,Urbana,198.413305,149.742059,Masculino,Preta,Março,2001,"Sim, um",Não sei,Não sei,Entre 1 e 2 horas,Menos de 1 hora,Sim,Somente continuar estudando
1986,2017,Nordeste,MA,2108603,Interior,Municipal,Rural,213.261187,149.84473300000002,Feminino,Parda,Setembro,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Menos de 1 hora,Menos de 1 hora,Não,Somente continuar estudando
1987,2017,Sudeste,MG,3133808,Interior,Estadual,Urbana,193.402178,218.865554,Masculino,Branca,Janeiro,2003,"Sim, um",Não sei,Não sei,Mais de 3 horas,Menos de 1 hora,Não,Ainda não sei
