,ANO,REGIAO,UF,MUNICIPIO,AREA,DEPENDENCIA_ADM,LOCALIZACAO,NOTA_LP,NOTA_MT,SEXO,RACA_COR,MES_NASC,ANO_NASC,COMPUTADOR,ESC_MAE,ESC_PAI,USO_TEMPO_TELAS,AFAZERES_DOM,TRABALHO,PERSPECTIVAS
204,2017,Sul,PR,4105508,Interior,Estadual,Urbana,165.31167,236.080894,Feminino,Parda,Outubro,2003,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Menos de 1 hora,Não,Somente continuar estudando
205,2017,Nordeste,BA,2915601,Interior,Municipal,Urbana,315.133828,264.25174599999997,Feminino,Parda,Junho,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
206,2017,Nordeste,BA,2927200,Interior,Municipal,Urbana,202.194308,184.39804099999998,Feminino,Branca,Março,2003,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não sei,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Não faço trabalhos domésticos,Não,Somente continuar estudando
207,2017,Sul,RS,4305108,Interior,Municipal,Urbana,237.099754,284.441172,Masculino,Branca,Maio,2001,"Sim, um",Não sei,Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Somente continuar estudando
208,2017,Nordeste,PE,2607901,Interior,Municipal,Urbana,234.70154,240.532495,Feminino,Parda,Agosto,2002,"Sim, um",Não sei,Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Ainda não sei
209,2017,Sudeste,SP,3529401,Interior,Estadual,Urbana,238.16366200000002,192.146618,Masculino,Parda,Janeiro,2003,"Sim, um",Não sei,Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
210,2017,Sudeste,MG,3101201,Interior,Estadual,Urbana,367.554612,365.240742,Masculino,Parda,Janeiro,2003,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
211,2017,Norte,RO,1100106,Interior,Estadual,Urbana,256.025426,236.104146,Masculino,Parda,Maio,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Ainda não sei
212,2017,Sul,SC,4208203,Interior,Municipal,Urbana,236.23060099999998,277.86041,Masculino,Branca,Março,2003,"Sim, um","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
213,2017,Centro-Oeste,MS,5002704,Capital,Municipal,Urbana,255.78053599999998,296.094946,Feminino,Preta,Março,2003,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
214,2017,Nordeste,PE,2601102,Interior,Municipal,Urbana,249.376429,246.29477000000003,Masculino,Parda,Novembro,2000,"Sim, um",Não sei,Não sei,Entre 1 e 2 horas,Menos de 1 hora,Sim,Continuar estudando e trabalhar
215,2017,Sudeste,MG,3147105,Interior,Estadual,Urbana,220.345752,238.786977,Masculino,Não quero declarar,Maio,2003,"Sim, dois",Não sei,Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
218,2017,Nordeste,CE,2307601,Interior,Municipal,Urbana,217.820658,232.86607999999998,Feminino,Parda,Março,2003,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
221,2017,Sul,SC,4208906,Interior,Municipal,Urbana,304.242862,266.21759,Masculino,Branca,Maio,2000,Não tem,Não sei,Não sei,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
222,2017,Norte,PA,1502939,Interior,Municipal,Urbana,233.22041000000002,298.272344,Masculino,Não quero declarar,Março,2001,"Sim, dois",Não sei,Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Ainda não sei
223,2017,Nordeste,SE,2804805,Interior,Estadual,Urbana,282.323196,232.80482200000003,Feminino,Parda,Setembro,2000,Não tem,"Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não sei,Menos de 1 hora,Menos de 1 hora,Não,Somente continuar estudando
224,2017,Sudeste,SP,3551504,Interior,Estadual,Urbana,262.202659,225.19871400000002,Feminino,Amarela,Março,2003,Não tem,Não completou o 5.º ano do Ensino Fundamental,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
225,2017,Norte,RR,1400100,Capital,Estadual,Urbana,325.97499,284.019073,Feminino,Parda,Março,2003,"Sim, um","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou o Ensino Médio, mas não completou a Faculdade",Menos de 1 hora,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
226,2017,Sudeste,SP,3504909,Interior,Municipal,Urbana,253.87402999999998,291.255565,Masculino,Parda,Janeiro,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
227,2017,Nordeste,RN,2408003,Interior,Estadual,Urbana,224.299473,246.15593399999997,Feminino,Parda,Maio,2002,"Sim, um",Não sei,Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
228,2017,Sudeste,MG,3171303,Interior,Estadual,Urbana,195.713675,262.291769,Feminino,Parda,Janeiro,2002,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
230,2017,Nordeste,BA,2919801,Interior,Municipal,Urbana,265.28348,303.977777,Masculino,Não quero declarar,Dezembro,2002,Não tem,Não sei,Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,Sim,Ainda não sei
231,2017,Centro-Oeste,MS,5000906,Interior,Estadual,Urbana,276.82421800000003,212.89150299999997,Feminino,Parda,Novembro,2001,"Sim, dois",Completou a Faculdade,Completou a Faculdade,Mais de 3 horas,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
232,2017,Nordeste,PE,2607208,Interior,Municipal,Urbana,246.0462,130.835976,Feminino,Preta,Maio,2001,Não tem,Não sei,Não sei,Menos de 1 hora,Entre 1 e 2 horas,Não,Somente continuar estudando
233,2017,Nordeste,PB,2513000,Interior,Municipal,Urbana,233.532459,210.013439,Masculino,Branca,Novembro,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
234,2017,Norte,AM,1302603,Capital,Municipal,Urbana,276.337633,221.27401099999997,Feminino,Parda,Outubro,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,"Mais de 2 horas, até 3 horas","Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
235,2017,Nordeste,RN,2403251,Interior,Municipal,Urbana,283.539988,311.430236,Feminino,Parda,Março,2003,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Ainda não sei
236,2017,Sul,RS,4314100,Interior,Estadual,Urbana,232.777019,198.95844,Feminino,Branca,Maio,1999,"Sim, um",Não completou o 5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Não faço trabalhos domésticos,Não,Ainda não sei
237,2017,Sudeste,MG,3170107,Interior,Municipal,Urbana,275.990379,249.17479,Masculino,Preta,Outubro,2000,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não completou a 4.ª série/5.º ano do Ensino Fundametal,"Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Continuar estudando e trabalhar
239,2017,Centro-Oeste,DF,5300108,Capital,Estadual,Urbana,301.051744,303.338368,Masculino,Branca,Maio,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
240,2017,Sudeste,SP,3533403,Interior,Estadual,Urbana,367.682318,386.013517,Masculino,Branca,Novembro,2002,"Sim, três","Completou o Ensino Médio, mas não completou a Faculdade",Completou a Faculdade,"Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Somente continuar estudando
241,2017,Sul,RS,4316808,Interior,Municipal,Rural,288.4179,288.327086,Feminino,Branca,Abril,2003,"Sim, um","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
242,2017,Sudeste,SP,3552205,Interior,Estadual,Urbana,259.434548,257.863308,Masculino,Parda,Maio,2002,"Sim, dois","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Completou a Faculdade,Mais de 3 horas,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
243,2017,Sudeste,RJ,3302502,Interior,Municipal,Urbana,288.460321,279.684791,Feminino,Parda,Maio,2003,"Sim, dois",Completou a Faculdade,Completou a Faculdade,Mais de 3 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
244,2017,Centro-Oeste,MT,5104542,Interior,Estadual,Rural,173.164072,211.70323199999999,Masculino,Branca,Dezembro,2003,"Sim, dois",Não sei,Não sei,Mais de 3 horas,Menos de 1 hora,Não,Somente continuar estudando
245,2017,Sudeste,SP,3550308,Capital,Estadual,Urbana,270.252681,245.627304,Masculino,Parda,Julho,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Menos de 1 hora,Não,Somente continuar estudando
246,2017,Sudeste,SP,3541000,Interior,Estadual,Urbana,291.745979,262.141754,Feminino,Parda,Outubro,2002,"Sim, um",Não completou o 5.º ano do Ensino Fundamental,Nunca estudou,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
247,2017,Sudeste,SP,3506508,Interior,Estadual,Urbana,339.448788,372.44593399999997,Masculino,Branca,Março,2003,"Sim, dois",Completou a Faculdade,Completou a Faculdade,Mais de 3 horas,Não faço trabalhos domésticos,Sim,Continuar estudando e trabalhar
249,2017,Sudeste,SP,3507605,Interior,Estadual,Urbana,292.579377,289.19951000000003,Feminino,Amarela,Maio,2003,"Sim, um",Não sei,Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
250,2017,Sudeste,RJ,3302452,Interior,Estadual,Urbana,300.559375,287.64665299999996,Masculino,Amarela,Novembro,2002,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade",Completou a Faculdade,Entre 1 e 2 horas,Não faço trabalhos domésticos,Sim,Somente continuar estudando
251,2017,Sudeste,SP,3541059,Interior,Estadual,Urbana,305.135154,292.557633,Feminino,Parda,Outubro,2002,Não tem,Não sei,Não sei,Entre 1 e 2 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
252,2017,Nordeste,PI,2211001,Capital,Municipal,Urbana,359.118496,379.55085499999996,Feminino,Preta,Março,2003,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
253,2017,Sudeste,MG,3167202,Interior,Estadual,Urbana,245.648647,252.811536,Masculino,Preta,Outubro,2002,"Sim, um",Não sei,Não sei,Entre 1 e 2 horas,Mais de 3 horas,Não,Continuar estudando e trabalhar
254,2017,Nordeste,BA,2924009,Interior,Municipal,Urbana,263.309871,242.539141,Masculino,Parda,Junho,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Mais de 3 horas,Mais de 3 horas,Não,Somente continuar estudando
255,2017,Nordeste,MA,2110401,Interior,Municipal,Urbana,240.86042700000002,273.752379,Masculino,Não quero declarar,Abril,2003,Não tem,Não sei,Não sei,Mais de 3 horas,Não faço trabalhos domésticos,Não,Somente continuar estudando
256,2017,Sudeste,MG,3106200,Capital,Municipal,Urbana,342.286096,340.99291800000003,Feminino,Parda,Junho,2003,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Somente continuar estudando
257,2017,Sudeste,MG,3172004,Interior,Municipal,Urbana,368.900763,321.141919,Masculino,Branca,Agosto,2001,"Sim, um",Completou a Faculdade,"Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas",Mais de 3 horas,Não,Continuar estudando e trabalhar
258,2017,Sul,PR,4106902,Capital,Estadual,Urbana,267.03049100000004,292.998232,Masculino,Branca,Setembro,2003,"Sim, um",Completou a Faculdade,"Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Menos de 1 hora,Sim,Continuar estudando e trabalhar
259,2017,Nordeste,CE,2311355,Interior,Municipal,Rural,274.331353,310.380466,Masculino,Parda,Março,2003,"Sim, um",Completou a Faculdade,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
260,2017,Nordeste,MA,2101608,Interior,Municipal,Rural,146.652981,197.660788,Feminino,Preta,Junho,2002,Não tem,Não sei,Não sei,Menos de 1 hora,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
261,2017,Sudeste,MG,3141405,Interior,Estadual,Urbana,233.889574,217.365684,Feminino,Não quero declarar,Março,2002,Não tem,Não sei,Não sei,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Entre 1 e 2 horas,Não,Somente continuar estudando
262,2017,Sudeste,MG,3143302,Interior,Estadual,Urbana,224.522325,234.40378900000002,Feminino,Preta,Abril,2004,"Sim, um","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Menos de 1 hora,Não,Somente continuar estudando
263,2017,Sudeste,SP,3524006,Interior,Estadual,Urbana,314.064576,299.099159,Masculino,Preta,Agosto,2002,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
264,2017,Centro-Oeste,DF,5300108,Capital,Estadual,Urbana,296.557779,303.83754300000004,Masculino,Preta,Março,2003,"Sim, um",Nunca estudou,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Menos de 1 hora,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
265,2017,Norte,PA,1507201,Interior,Municipal,Rural,192.018674,209.921049,Feminino,Preta,Fevereiro,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
266,2017,Centro-Oeste,GO,5221197,Interior,Estadual,Urbana,270.023658,206.571534,Feminino,Parda,Fevereiro,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
267,2017,Nordeste,PB,2504157,Interior,Municipal,Urbana,219.961256,269.046134,Feminino,Parda,Novembro,2002,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Entre 1 e 2 horas,Mais de 3 horas,Não,Continuar estudando e trabalhar
268,2017,Sudeste,SP,3509700,Interior,Municipal,Urbana,303.891532,319.472359,Feminino,Branca,Fevereiro,2003,"Sim, um",Não sei,Não sei,Menos de 1 hora,Entre 1 e 2 horas,Não,Somente continuar estudando
269,2017,Nordeste,BA,2919553,Interior,Municipal,Urbana,312.217902,280.051333,Masculino,Parda,Dezembro,2001,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas",Menos de 1 hora,Sim,Continuar estudando e trabalhar
270,2017,Nordeste,PB,2507507,Capital,Municipal,Urbana,205.34630900000002,238.662449,Masculino,Branca,Abril,2003,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
271,2017,Nordeste,SE,2807402,Interior,Estadual,Urbana,219.648271,243.20755699999998,Masculino,Indígena,Outubro,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
272,2017,Nordeste,MA,2109551,Interior,Municipal,Urbana,279.390466,237.997163,Feminino,Branca,Outubro,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
273,2017,Nordeste,CE,2303709,Interior,Municipal,Rural,269.124204,257.389621,Feminino,Parda,Junho,2002,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Menos de 1 hora,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
274,2017,Centro-Oeste,GO,5217609,Interior,Estadual,Urbana,261.609194,184.40201000000002,Feminino,Parda,Novembro,2001,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
275,2017,Sudeste,SP,3539806,Interior,Municipal,Urbana,272.493163,277.33982799999995,Feminino,Parda,Fevereiro,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
276,2017,Sudeste,MG,3170107,Interior,Municipal,Urbana,293.906521,258.729081,Feminino,Preta,Novembro,2002,"Sim, um","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Mais de 3 horas,Não,Somente continuar estudando
